scientific_name,family,genus,plant_rows,first_plant_id,chinese_name,source,note
Neanotis formosana,Rubiaceae,Neanotis,1,1971,台湾新耳草,MANUAL,MANUAL_REVIEW_HIGH_OK; reviewer=系统管理员; reviewed_at=2026-03-29; review_note=formosana=台湾
Neanotis decipiens,Rubiaceae,Neanotis,1,1972,,TODO,
Neanotis hirsuta,Rubiaceae,Neanotis,1,1973,,TODO,
Neanotis hondae,Rubiaceae,Neanotis,1,1974,,TODO,
Neanotis indica,Rubiaceae,Neanotis,1,1975,印度新耳草,MANUAL,REVIEW_HIGH: likely CN-relevant epithet; GBIF_CJK_0; MANUAL_REVIEW_HIGH_OK; reviewer=系统管理员; reviewed_at=2026-03-29; review_note=indica=印度
Neanotis calycina,Rubiaceae,Neanotis,1,1976,,TODO,
Neanotis kwangtungensis,Rubiaceae,Neanotis,1,1977,,TODO,
Mycetia mukerjiana,Rubiaceae,Mycetia,1,1978,,TODO,
Neanotis nummularia,Rubiaceae,Neanotis,1,1979,,TODO,
Neanotis oxyphylla,Rubiaceae,Neanotis,1,1980,,TODO,
Neanotis prainiana,Rubiaceae,Neanotis,1,1981,,TODO,
Neanotis monosperma,Rubiaceae,Neanotis,1,1982,,TODO,
Neanotis sahyadrica,Rubiaceae,Neanotis,1,1983,,TODO,
Neanotis subtilis,Rubiaceae,Neanotis,1,1984,,TODO,
Neanotis boerhavioides,Rubiaceae,Neanotis,1,1985,,TODO,
Neanotis trimera,Rubiaceae,Neanotis,1,1986,,TODO,
Neanotis tubulosa,Rubiaceae,Neanotis,1,1987,,TODO,
Neanotis urophylla,Rubiaceae,Neanotis,1,1988,,TODO,
Necepsia castaneifolia,Euphorbiaceae,Necepsia,1,1989,,TODO,
Aporosa villosa,Phyllanthaceae,Aporosa,1,1990,,TODO,
Nemaluma engleri,Sapotaceae,Nemaluma,1,1991,,TODO,
Nematostylis anthophylla,Rubiaceae,Nematostylis,1,1992,,TODO,
Aporosa yunnanensis,Phyllanthaceae,Aporosa,1,1993,云南银柴,MANUAL,MANUAL_REVIEW_HIGH_OK; reviewer=系统管理员; reviewed_at=2026-03-29; review_note=yunnanensis=云南
Nenax hirta,Rubiaceae,Nenax,1,1994,,TODO,
Nenax microphylla,Rubiaceae,Nenax,1,1995,,TODO,
Nenga banaensis,Arecaceae,Nenga,1,1996,,TODO,
Nenga macrocarpa,Arecaceae,Nenga,1,1997,,TODO,
Nenga pumila,Arecaceae,Nenga,1,1998,,TODO,
Micrococca oligandra,Euphorbiaceae,Micrococca,1,1999,,TODO,
Lyroglossa grisebachii,Orchidaceae,Lyroglossa,1,2000,,TODO,
Neocouma ternstroemiacea,Apocynaceae,Neocouma,1,2001,,TODO,
Neocussonia bojeri,Araliaceae,Neocussonia,1,2002,,TODO,
Neocussonia umbellifera,Araliaceae,Neocussonia,1,2003,,TODO,
Neofabricia mjoebergii,Myrtaceae,Neofabricia,1,2004,,TODO,
Neofabricia myrtifolia,Myrtaceae,Neofabricia,1,2005,,TODO,
Neofabricia sericisepala,Myrtaceae,Neofabricia,1,2006,,TODO,
Neogardneria murrayana,Orchidaceae,Neogardneria,1,2007,,TODO,
Neohymenopogon assamicus,Rubiaceae,Neohymenopogon,1,2008,,TODO,
Neohymenopogon oligocarpus,Rubiaceae,Neohymenopogon,1,2009,,TODO,
Neohymenopogon parasiticus,Rubiaceae,Neohymenopogon,1,2010,,TODO,
Neolamarckia cadamba,Rubiaceae,Neolamarckia,1,2011,,TODO,
Neolemonniera batesii,Sapotaceae,Neolemonniera,1,2012,,TODO,
Neolemonniera clitandrifolia,Sapotaceae,Neolemonniera,1,2013,,TODO,
Neolemonniera ogouensis,Sapotaceae,Neolemonniera,1,2014,,TODO,
Myrcianthes gigantea,Myrtaceae,Myrcianthes,1,2015,,TODO,
Neomitranthes glomerata,Myrtaceae,Neomitranthes,1,2016,,TODO,
Neomitranthes gracilis,Myrtaceae,Neomitranthes,1,2017,,TODO,
Neomitranthes obscura,Myrtaceae,Neomitranthes,1,2018,,TODO,
Neomitranthes amblymitra,Myrtaceae,Neomitranthes,1,2019,,TODO,
Neonauclea calycina,Rubiaceae,Neonauclea,1,2020,,TODO,
Neonauclea cyclophylla,Rubiaceae,Neonauclea,1,2021,,TODO,
Aporosa banahaensis,Phyllanthaceae,Aporosa,1,2022,,TODO,
Neonauclea forsteri,Rubiaceae,Neonauclea,1,2023,,TODO,
Neonauclea glabra,Rubiaceae,Neonauclea,1,2024,,TODO,
Neonauclea hagenii,Rubiaceae,Neonauclea,1,2025,,TODO,
Neonauclea havilandii,Rubiaceae,Neonauclea,1,2026,,TODO,
Neonauclea excelsa,Rubiaceae,Neonauclea,1,2027,,TODO,
Neonauclea maluensis,Rubiaceae,Neonauclea,1,2028,,TODO,
Neonauclea pallida,Rubiaceae,Neonauclea,1,2029,,TODO,
